nohup: ignoring input
Running seek with root {0,0,1,1,} and ceiling 1000000000
Time: Tue Apr 21 13:25:33 2015
149700000000th iteration: 893083980 685522236 3147930393 3143654121
149800000000th iteration: 1340590708 489325636 204572641 1333615945
149900000000th iteration: 307767568 415415740 487112281 7988281
150000000000th iteration: 22146268 1900222480 2837788921 2338795561
150100000000th iteration: 618115372 1448616460 173463721 1490306737
150200000000th iteration: 1212801492 107842404 1269239865 593697009
150300000000th iteration: 2638364100 1950664692 2883533601 18840297
150400000000th iteration: 1511513952 28306728 2329007937 1955110713
150500000000th iteration: 1477201632 141114936 1417033425 662278017
150600000000th iteration: 1799580480 2984124936 2605779633 73965081
150700000000th iteration: 67894096 1039229884 1830331129 1638388081
150800000000th iteration: 2864573104 2721894616 1480289161 176254129
150900000000th iteration: 2145839644 2142765340 117492433 1174972393
151000000000th iteration: 227877844 1157741668 2450268505 2503849873
151100000000th iteration: 387345960 179487972 38837457 400910601
151200000000th iteration: 852974152 9308836 674487457 1018737865
151300000000th iteration: 2419449316 335264584 2397457489 930564601
151400000000th iteration: 228683688 1657008816 649524537 1677728409
151500000000th iteration: 2223997120 353752 2928088801 2167823617
151600000000th iteration: 2095803964 128605552 1082065825 1984668289
151700000000th iteration: 1422935044 516342088 224780713 1441996345
151800000000th iteration: 3457252560 1168135608 596811081 3444570321
151900000000th iteration: 1543661904 1021244700 52949217 1741298649
152000000000th iteration: 239022868 536376184 1491528625 1511266513
152100000000th iteration: 637512832 648176776 238866985 95912017
152200000000th iteration: 869566876 3809858860 3807408241 1037848993
152300000000th iteration: 194550384 1463640 238633113 162072273
152400000000th iteration: 2504777716 1635435796 2098638049 28157329
152500000000th iteration: 1094565540 4944936 1588744713 1353579441
152600000000th iteration: 2709783768 2712729216 794427369 569013897
152700000000th iteration: 14505052 23520208 74966617 75327553
152800000000th iteration: 845760460 488291968 47941921 917370121
152900000000th iteration: 1638576 647765532 453770793 614783649
153000000000th iteration: 724850436 6289320 1064887377 866214777
153100000000th iteration: 349338264 408383700 256086033 7215993
153200000000th iteration: 1178105988 423943464 3032281713 3063297345
153300000000th iteration: 2047671936 1931387736 1434755385 4498713
153400000000th iteration: 2351945712 6292092 2980192665 2112890721
153500000000th iteration: 2516795292 1268688 1773810633 2097325617
153600000000th iteration: 37661680 1045188328 685584841 1178439481
153700000000th iteration: 262674036 334446744 373425057 49113
153800000000th iteration: 1481791656 1325708976 102489 1042682169
153900000000th iteration: 166356796 152718028 88108729 8813497
154000000000th iteration: 676777536 2240156076 451424049 2234778729
154100000000th iteration: 1131257056 1590211192 1535065 1533036697
154200000000th iteration: 1378938124 1296251104 98268961 678814201
154300000000th iteration: 1293291664 1336 1592057209 1134959281
154400000000th iteration: 170002384 1459353820 632993593 1507830793
154500000000th iteration: 72638368 765189880 347615761 747210721
154600000000th iteration: 14956 1809057664 2253572089 1614019681
154700000000th iteration: 1110843616 184 1255268449 1554647761
154800000000th iteration: 927352 2263128736 2214181873 1625160289
154900000000th iteration: 781948320 1175462412 972359577 10188681
155000000000th iteration: 1996101744 2023689240 732296337 309890409
155100000000th iteration: 160876 862117900 1193360641 1178907913
155200000000th iteration: 182128 152506216 196812217 217641289
155300000000th iteration: 1009568836 951684676 2141569 707605729
155400000000th iteration: 1101799564 2566846012 273949681 2474565793
155500000000th iteration: 1087882344 60571296 1103192073 599120337
155600000000th iteration: 1025886844 1442377648 1174205113 272905
155700000000th iteration: 1016957956 958986184 487541161 78972409
155800000000th iteration: 1484512608 2340012 1717577529 1196975001
155900000000th iteration: 463763632 1582607320 331727017 1580976241
156000000000th iteration: 198176208 110068764 607704657 603851121
156100000000th iteration: 2483103984 2661850044 164591241 1362082641
156200000000th iteration: 1089012172 2820263680 2760252121 381646417
156300000000th iteration: 2815229056 2747857624 1178053897 323401273
156400000000th iteration: 642269812 97596244 637466089 234608185
156500000000th iteration: 1681842544 554846716 302850793 1686000697
156600000000th iteration: 933397924 1332230356 2867473 1255043497
156700000000th iteration: 1727433568 80084812 1059109033 1905156217
156800000000th iteration: 79475572 793396036 369133825 824899657
156900000000th iteration: 782779036 815881744 1065925057 329113
157000000000th iteration: 732386368 12844 886482385 628525393
157100000000th iteration: 88962976 974885032 955202137 450662065
157200000000th iteration: 636810052 1115545012 3439974073 3458418433
157300000000th iteration: 3129472716 3139213308 582076881 1009408065
157400000000th iteration: 370133592 3034361712 3077921721 1268851665
157500000000th iteration: 1214008036 2256816484 124891081 2195778889
157600000000th iteration: 1300223716 292186024 2834788609 2937844441
157700000000th iteration: 600903724 59745820 1085512033 1104576913
157800000000th iteration: 2626437204 1834524324 2103295257 8318145
157900000000th iteration: 66828832 145165516 14978017 151199425
158000000000th iteration: 147562888 12951940 251811169 270549313
158100000000th iteration: 1124963356 18844 1531851289 1560244801
158200000000th iteration: 1096798392 1272975732 241473 1546955433
158300000000th iteration: 2169582816 2302983180 1628171433 1761201
158400000000th iteration: 1256710708 901094968 889 1006297945
158500000000th iteration: 3544865908 815216596 3546840745 960180121
158600000000th iteration: 737197720 4778548 908934889 622157233
158700000000th iteration: 746817496 734394580 289888417 100710217
158800000000th iteration: 2732395780 1178536 1916909257 2364289417
158900000000th iteration: 1108965892 1109186440 291588241 263251537
159000000000th iteration: 2303852272 150040 1676105377 1793385721
159100000000th iteration: 14794936 1861815184 2036516809 1371161281
159200000000th iteration: 285057612 52876704 91723833 284501601
159300000000th iteration: 172699392 317564268 297831729 15608361
159400000000th iteration: 53995500 1646011872 1868709081 1103489937
159500000000th iteration: 2428617864 1809840900 13831257 2652870849
159600000000th iteration: 2113081512 42302916 1875402105 1311955377
159700000000th iteration: 371284 450173368 331105825 463703713
159800000000th iteration: 2359639092 1871775444 2813263809 23570625
159900000000th iteration: 985012288 1002806092 375894721 143837449
160000000000th iteration: 141603352 899922004 1755579313 1864606681
160100000000th iteration: 2591688124 2697995920 258736513 1208690353
160200000000th iteration: 2487830848 1152795820 229735633 2463830089
160300000000th iteration: 2850161580 156804876 2910261441 1581634233
160400000000th iteration: 2931148120 1493424436 2770263361 187896313
160500000000th iteration: 66370180 1365659956 1249501033 737580001
160600000000th iteration: 2329225924 682665064 2333841457 489758425
160700000000th iteration: 408399732 276102660 12412809 462202929
160800000000th iteration: 1668043464 1140265536 1527021801 8169009
160900000000th iteration: 1235640568 2398750900 143520673 2224585969
161000000000th iteration: 2384149296 2414141340 1005684681 284765313
161100000000th iteration: 1429012648 887499652 27657361 1229880289
161200000000th iteration: 1159592656 1085289148 4899097 800287249
CURVELIST num_items: 249999786
Time: Wed Apr 22 05:45:25 2015

Running genealogy
Time: Wed Apr 22 05:45:25 2015

Running valuesOf
Time: Wed Apr 22 05:45:25 2015

Running path
Time: Wed Apr 22 05:46:23 2015

Running compare

 Length=215 [48, 120, 132, 208, 241, 252, 300, 328, 340, 360, 468, 528, 552, 636, 712, 720, 748, 780, 888, 912, 1080, 1140, 1168, 1176, 1272, 1392, 1476, 1560, 1572, 1704, 1848, 1968, 1980, 2100, 2148, 2184, 2208, 2488, 2628, 2736, 2820, 2868, 2880, 2980, 3012, 3240, 3400, 3408, 3492, 3552, 3828, 3900, 4080, 4212, 4392, 4464, 4584, 4680, 4692, 4896, 5028, 5040, 5088, 5148, 5200, 5340, 5452, 5760, 5796, 6192, 6516, 6684, 6888, 6900, 7272, 7380, 7908, 8280, 8772, 8880, 9792, 10020, 10212, 10260, 10380, 10548, 10680, 10920, 10944, 11268, 11380, 11760, 11868, 11928, 12876, 13152, 13572, 13600, 14100, 14160, 14244, 14328, 14724, 14916, 15088, 15300, 15588, 16008, 16617, 17160, 17232, 17520, 18000, 19260, 19320, 19620, 20712, 20940, 21732, 21825, 22908, 23160, 23652, 24252, 24804, 25140, 25812, 25896, 26100, 26124, 26472, 26760, 27552, 27600, 27660, 27768, 28860, 29424, 29532, 29688, 30288, 30540, 31092, 31440, 31932, 34440, 34488, 35232, 36408, 36564, 36648, 36816, 37908, 37968, 38772, 38928, 39168, 39780, 41460, 41964, 43056, 43392, 44988, 45240, 45652, 46056, 46980, 50448, 52260, 52788, 52800, 58728, 59400, 61596, 66120, 67308, 69324, 69420, 74976, 75900, 76908, 79740, 80280, 82200, 87192, 88140, 93216, 96912, 96960, 101940, 107016, 108240, 116896, 117480, 120300, 121680, 133392, 135252, 137280, 138360, 165360, 185580, 188748, 201480, 220308, 228780, 234660, 354540, 399000, 422820, 424560, 472548, 496080, 926820, 1199820]
Time: Wed Apr 22 05:47:02 2015

